Lead Name,Company Name,Email,Phone,City,Source (WEBSITE/CALL/DIRECT/SALESHUB),Status (NEW/CONTACTED/QUALIFIED/DISQUALIFIED),Material (HEAVY_TRUCK_SWAP/MULTI_OEM_EV/TWO_W_LFP/LI_ION_BATTERIES),Lead Type (PURE_EV/EV/ELECTRIC_BOV),Segment,Priority (HIGH/MEDIUM/LOW),Estimated Volume,Assigned Associate,Notes
,,,,,,,,,,,,,
